,ID,CB_smile,Score,Natom,Nflex,Hbond,Hphob,VwInt,Eintl,Dsolv,SolEl,mfScore,RTCNNscore,dTSsc,ICM_Smile
0,7821184,CCn1cc(\C=C(\C#N)S(=O)(=O)c2ccccc2)cn1,-67.816986,33,3,0,-4.317437,-17.494677,4.51142,2.176012,-81.164383,-53.237701,-13.498098,1.092788,[H]C(=C(C#N)S(c1c([H])c([H])c([H])c([H])c1[H])(=O)=O)c1c([H])nn(c1[H])C([H])([H])C([H])([H])[H]
1,8820539,COC(=O)c1ccsc1NC(=O)c1ccsc1NC(=O)\C=C\[C](=O)=O,-27.354256,36,1,-3.06985,-5.096807,-23.441107,2.623424,7.286671,-0.561553,-75.463188,-13.553566,1.095235,[H]C(=C([H])C(N([H])c1c(C(N([H])c2c(C(=O)OC([H])([H])[H])c([H])c([H])s2)=O)c([H])c([H])s1)=O)C(=O)=O
2,5647497,Nc1ccccc1C(=O)N\N=C1/C(=O)N(CC=C)c2ccccc12,-27.20697,40,2,-3.161039,-5.304992,-22.947947,3.70082,5.149834,0.014974,-52.206699,-18.03208,0.898143,[H]C([H])=C([H])C([H])([H])N1C(C(c2c([H])c([H])c([H])c([H])c12)=NN([H])C(c1c([H])c([H])c([H])c([H])c1N([H])[H])=O)=O
3,69772984,O=C(NC[C@@H]1CCCN(C1)C(=O)c1ccc2ncsc2c1)c1cccs1,-25.523212,45,3,-5.167312,-4.636309,-21.16169,3.982926,10.259072,-0.099936,-70.332954,-26.620281,1.097707,[H]c1c([H])c2c(c([H])c1C(N1C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])N([H])C(c3c([H])c([H])c([H])s3)=O)C1([H])[H])=O)sc([H])n2
4,9156684,CNC(=O)c1cc(cs1)S(=O)(=O)Nc1cccc(C)c1,-25.351452,34,3,-4.545309,-4.577377,-20.507008,3.724446,6.427405,1.313346,-68.391884,-16.649738,0.972065,[H]c1c([H])c(c([H])c(c1[H])N([H])S(c1c([H])c(C(N([H])C([H])([H])[H])=O)sc1[H])(=O)=O)C([H])([H])[H]
5,9202409,COc1ccccc1C(=O)Nc1ccccc1-c1nc(no1)-c1ccccn1,-25.319691,44,0,-3.737211,-5.481872,-21.670889,3.920021,8.415599,1.235581,-84.742973,-21.535425,1.256808,[H]c1c([H])c([H])c(c(c1[H])c1nc(c2c([H])c([H])c([H])c([H])n2)no1)N([H])C(c1c([H])c([H])c([H])c([H])c1OC([H])([H])[H])=O
6,9324318,CC(C)(C)c1ccc2O[C@@H](CN(c2c1)S(=O)(=O)c1ccccc1)C(N)=O,-24.987654,48,4,-3.131078,-4.585484,-21.539738,2.327452,5.697865,-0.793765,-71.631104,-17.293695,1.093386,[H]c1c([H])c([H])c(c([H])c1[H])S(N1c2c([H])c(c([H])c([H])c2O[C@]([H])(C(N([H])[H])=O)C1([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(=O)=O
7,7935309,Cc1cc(C)cc(NS(=O)(=O)c2ccc3oc(=O)ccc3c2)c1,-24.79668,38,3,-4.173841,-4.713317,-21.61998,2.340758,7.58954,2.491558,-84.346764,-14.945476,1.023885,[H]C1=C([H])c2c([H])c(c([H])c([H])c2OC1=O)S(N([H])c1c([H])c(c([H])c(c1[H])C([H])([H])[H])C([H])([H])[H])(=O)=O
8,9139879,CNC(=O)c1cc(cs1)S(=O)(=O)Nc1cccc(Cl)c1,-24.795942,31,3,-4.61983,-4.488383,-19.699446,3.899836,6.223742,1.19876,-65.574913,-16.45314,0.9566,[H]c1c([H])c(c([H])c(c1[H])[Cl])N([H])S(c1c([H])c(C(N([H])C([H])([H])[H])=O)sc1[H])(=O)=O
9,5853353,Fc1ccc(cc1)C(\NC[C](=O)=O)=N\S(=O)(=O)c1ccccc1,-24.772621,35,5,-3.434949,-4.589143,-20.579988,3.733563,5.929701,-3.204392,-66.265045,-16.778639,1.026767,[H]c1c([H])c([H])c(c([H])c1[H])S(N=C(c1c([H])c([H])c(c([H])c1[H])F)N([H])C([H])([H])C(=[O-/2])=[O-/2])(=O)=O
10,9119305,COc1cccc(NS(=O)(=O)c2cnc(NC(C)=O)s2)c1,-24.741617,34,3,-4.966886,-4.615032,-19.18215,2.058759,8.547293,0.989547,-59.552761,-16.292114,0.893386,[H]c1c([H])c(c([H])c(c1[H])OC([H])([H])[H])N([H])S(c1c([H])nc(N([H])C(C([H])([H])[H])=O)s1)(=O)=O
11,9143710,Cc1ccc(C)c(NS(=O)(=O)c2csc(c2)C(N)=O)c1,-24.720901,34,3,-2.731601,-4.035103,-22.532318,1.647635,6.488067,-0.346581,-40.809486,-16.586063,0.885968,[H]c1c([H])c(c(c([H])c1C([H])([H])[H])N([H])S(c1c([H])c(C(N([H])[H])=O)sc1[H])(=O)=O)C([H])([H])[H]
12,98337528,CNC(=O)c1cccc(NC(=O)c2sccc2S(=O)(=O)N2CCCC2)c1C,-24.636148,48,2,-3.07578,-5.249189,-21.293633,2.111633,9.682267,-2.685629,-66.965935,-17.937304,1.341503,[H]c1c([H])c(C(N([H])C([H])([H])[H])=O)c(c(c1[H])N([H])C(c1c(c([H])c([H])s1)S(N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])(=O)=O)=O)C([H])([H])[H]
13,73734504,Cc1c(Cn2cc(Oc3ccccc3)c(=O)c(c2)[C](=O)=O)cnn1C,-24.617689,41,4,-3.502168,-4.968152,-22.922171,2.55556,7.700643,1.189107,-66.438934,-15.96429,1.160975,[H]C1=C(C(=[O-/2])=[O-/2])C(C(=C([H])N1C([H])([H])c1c([H])nn(c1C([H])([H])[H])C([H])([H])[H])Oc1c([H])c([H])c([H])c([H])c1[H])=O
14,89902904,Nc1nc(Cn2cc(Oc3ccccc3)c(=O)c(c2)[C](=O)=O)cs1,-24.421444,36,4,-4.447724,-4.888633,-22.545891,2.513434,10.724941,1.061829,-61.981438,-16.903839,1.14309,[H]C1=C(C(=[O-/2])=[O-/2])C(C(=C([H])N1C([H])([H])c1c([H])sc(n1)N([H])[H])Oc1c([H])c([H])c([H])c([H])c1[H])=O
15,6893993,CC(C)OC(=O)c1cc(Br)ccc1-c1ccc(C=C2C(=O)NC(=S)NC2=O)o1,-24.408369,43,1,-2.907146,-5.235061,-24.771578,3.511957,9.541137,2.064773,-91.761765,-22.888474,1.275256,[H]C(=C1C(N([H])C(N([H])C1=O)=S)=O)c1c([H])c([H])c(c2c([H])c([H])c(c([H])c2C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])[Br])o1
16,5849824,O=[C](=O)CN\C(=N/S(=O)(=O)c1ccccc1)c1ccccc1,-24.343685,35,5,-3.443738,-4.522071,-20.541737,3.655152,5.649097,-2.256698,-67.113625,-17.094137,1.003464,[H]c1c([H])c([H])c(C(=NS(c2c([H])c([H])c([H])c([H])c2[H])(=O)=O)N([H])C([H])([H])C(=[O-/2])=[O-/2])c([H])c1[H]
17,7133945,Cc1cc(C(=O)Oc2ccccc2NC2=NS(=O)(=O)c3ccccc23)c2ccccc2n1,-24.328339,49,0,-3.189695,-5.161491,-20.811577,6.669798,9.39134,-4.597,-84.433357,-18.988779,1.358893,[H]c1c([H])c([H])c2c(C(=NS2(=O)=O)N([H])c2c([H])c([H])c([H])c([H])c2OC(c2c([H])c(C([H])([H])[H])nc3c([H])c([H])c([H])c([H])c23)=O)c1[H]
18,9235304,COc1cccc(c1)C(=O)Nc1ccccc1-c1nc(no1)-c1ccccn1,-24.302404,44,0,-4.030392,-5.40234,-22.598471,5.025505,9.088866,3.455411,-77.431587,-18.783295,1.262041,[H]c1c([H])c([H])c(c(c1[H])c1nc(c2c([H])c([H])c([H])c([H])n2)no1)N([H])C(c1c([H])c([H])c([H])c(c1[H])OC([H])([H])[H])=O
19,7780770,Brc1cccc(NS(=O)(=O)c2cccc(c2)C(=O)Nc2ccccc2[C](=O)=O)c1,-24.221029,43,4,-4.935028,-4.79738,-22.37451,4.38154,8.23322,4.014404,-84.567085,-19.147705,1.287835,[H]c1c([H])c([H])c(c(C(=[O-/2])=[O-/2])c1[H])N([H])C(c1c([H])c([H])c([H])c(c1[H])S(N([H])c1c([H])c([H])c([H])c(c1[H])[Br])(=O)=O)=O
20,64951764,NC(=O)Cc1nc(-c2ccc(Cl)cc2F)n(n1)C1Cc2ccccc2C1,-24.208834,42,3,-3.269068,-5.557315,-22.869061,6.434638,6.077981,0.659241,-86.141762,-18.536846,1.177643,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])(C2([H])[H])n1c(c2c([H])c([H])c(c([H])c2F)[Cl])nc(C([H])([H])C(N([H])[H])=O)n1
21,6050680,Clc1cccc(Cl)c1\C=N\NC(=O)CNc1n[nH]c(=O)[nH]c1=O,-24.196964,33,2,-4.124335,-4.398776,-21.962471,3.017807,8.172562,3.041136,-46.051598,-17.19311,1.005811,[H]C(c1c(c([H])c([H])c([H])c1[Cl])[Cl])=NN([H])C(C([H])([H])N([H])C1C(N([H])C(N([H])N=1)=O)=O)=O
22,7678554,CS(=O)(=O)N(CC(=O)NCc1ccncc1)c1cccc(F)c1,-24.082275,39,6,-3.535587,-4.43084,-20.685078,2.811071,6.798641,-2.832001,-75.439041,-19.452269,1.11055,[H]c1c([H])c(c([H])c(c1[H])F)N(C([H])([H])C(N([H])C([H])([H])c1c([H])c([H])nc([H])c1[H])=O)S(C([H])([H])[H])(=O)=O
23,5247587,O=C(Cc1ccccc1)Nc1ccccc1NC(=O)Cc1ccccc1,-24.054874,46,4,-3.455077,-5.247343,-21.529861,2.370415,6.739895,1.295275,-81.650696,-20.173016,1.277591,[H]c1c([H])c([H])c(c([H])c1[H])C([H])([H])C(N([H])c1c([H])c([H])c([H])c([H])c1N([H])C(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])=O)=O
24,5121809,O=C(CC[C](=O)=O)[C@H]1CNc2ccccc12,-24.026917,28,4,-4.997466,-3.784223,-15.148613,1.59058,6.294167,-2.688271,-68.385284,-19.251204,0.805719,[H]c1c([H])c([H])c2c(c1[H])[C@@]([H])(C(C([H])([H])C([H])([H])C(=[O-/2])=[O-/2])=O)C([H])([H])N2[H]
25,7997660,Cc1ccc(C)c(NS(=O)(=O)c2ccc3oc(=O)ccc3c2)c1,-23.959297,38,3,-4.459101,-4.578958,-20.186707,3.520393,7.417391,1.669026,-85.205849,-14.051075,1.025728,[H]C1=C([H])c2c([H])c(c([H])c([H])c2OC1=O)S(N([H])c1c([H])c(c([H])c([H])c1C([H])([H])[H])C([H])([H])[H])(=O)=O
26,9141410,COc1ccc(cc1S(=O)(=O)Nc1ccccc1C)N1C(=O)CCC1=O,-23.818499,44,3,-4.367463,-4.912114,-20.207323,3.107082,7.19526,2.528681,-85.144188,-15.40398,1.134339,[H]c1c([H])c([H])c(c(c1[H])C([H])([H])[H])N([H])S(c1c([H])c(c([H])c([H])c1OC([H])([H])[H])N1C(C([H])([H])C([H])([H])C1=O)=O)(=O)=O
27,8809196,Cc1[nH]c2ccccc2c1\C=N\c1sccc1C(=O)NC(N)=O,-23.794504,37,1,-3.570253,-4.493172,-20.323536,3.798585,7.113497,0.542308,-84.878059,-14.501634,1.055184,[H]C(c1c2c([H])c([H])c([H])c([H])c2n([H])c1C([H])([H])[H])=Nc1c(C(N([H])C(N([H])[H])=O)=O)c([H])c([H])s1
28,5801086,Ic1ccccc1C(=O)Nc1ccccc1C(=O)Nc1ccccc1,-23.715172,40,1,-3.566367,-5.389878,-21.035353,3.002877,8.199389,2.125817,-62.333897,-22.331079,1.236798,[H]c1c([H])c([H])c(c([H])c1[H])N([H])C(c1c([H])c([H])c([H])c([H])c1N([H])C(c1c([H])c([H])c([H])c([H])c1I)=O)=O
29,5536212,Clc1cc(Cl)c(cc1[C](=O)=O)S(=O)(=O)N1CCCCCC1,-23.711344,35,3,-3.575981,-4.022938,-19.341606,2.080953,5.697805,0.077179,-53.117966,-17.215956,1.031817,[H]c1c(C(=[O-/2])=[O-/2])c(c([H])c(c1S(N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])(=O)=O)[Cl])[Cl]
30,89867480,C[C@H](NC(=O)c1ccccc1-c1nnn[nH]1)c1cc(C)ccc1C,-23.705854,43,2,-3.378408,-4.948112,-20.671316,0.042985,8.055564,2.364554,-78.535019,-22.802677,1.055027,[H]c1c([H])c([H])c(c(C(N([H])[C@]([H])(c2c([H])c(c([H])c([H])c2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])=O)c1[H])c1nnnn1[H]
31,95344360,O=C(NC1Cc2ccccc2C1)c1cccc(c1)S(=O)(=O)N[C@@H]1CCOC1,-23.703354,49,4,-3.725768,-5.115843,-21.534927,2.564508,8.188195,0.91747,-90.227386,-13.70962,1.316458,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])(C2([H])[H])N([H])C(c1c([H])c([H])c([H])c(c1[H])S(N([H])[C@]1([H])C([H])([H])C([H])([H])OC1([H])[H])(=O)=O)=O
32,9118315,CC(=O)Nc1ncc(s1)S(=O)(=O)Nc1cccc(Cl)c1,-23.662094,30,3,-4.962898,-4.471151,-18.007318,2.752158,7.034282,1.772759,-57.026348,-14.799589,0.880393,[H]c1c([H])c(c([H])c(c1[H])[Cl])N([H])S(c1c([H])nc(N([H])C(C([H])([H])[H])=O)s1)(=O)=O
33,7307402,Cc1ccc(NC(=O)c2ccccc2C)c(NC(=O)c2ccccc2C)c1,-23.603277,49,0,-3.521232,-5.309488,-18.520323,3.735281,7.999231,-1.2992,-66.368317,-19.253464,1.397951,[H]c1c([H])c([H])c(c(C(N([H])c2c([H])c([H])c(c([H])c2N([H])C(c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])=O)C([H])([H])[H])=O)c1[H])C([H])([H])[H]
34,24223532,CC(C)(C)NS(=O)(=O)c1ccccc1-c1cnc(cn1)[C](=O)=O,-23.544931,39,4,-4.328107,-4.048264,-18.676735,4.770195,7.4361,-3.098397,-63.337494,-23.225376,1.013487,[H]c1c([H])c([H])c(c(c1[H])c1c([H])nc(C(=[O-/2])=[O-/2])c([H])n1)S(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(=O)=O
35,6349814,Cc1ccc(cc1S(N)(=O)=O)-c1nnc(Nc2cccc(O)c2)c2ccccc12,-23.519705,47,2,-4.949256,-4.919688,-18.689997,7.074786,8.342388,-1.081156,-72.043373,-19.240793,1.1631,[H]c1c([H])c(c([H])c(c1[H])O[H])N([H])c1c2c([H])c([H])c([H])c([H])c2c(c2c([H])c([H])c(c(c2[H])S(N([H])[H])(=O)=O)C([H])([H])[H])nn1
36,75816080,Cc1n[nH]c(C)c1CCCNC(=O)Cc1ccccc1C(F)(F)F,-23.505962,44,6,-3.028203,-4.895216,-22.865499,5.375311,5.808088,-1.33419,-71.25074,-20.232258,0.931999,[H]c1c([H])c([H])c(c(c1[H])C([H])([H])C(N([H])C([H])([H])C([H])([H])C([H])([H])c1c(C([H])([H])[H])nn([H])c1C([H])([H])[H])=O)C(F)(F)F
37,96994992,O=C(CCC1=NNC(=O)CC1)N[C@@H]1CC(=O)Nc2ccccc12,-23.47518,41,4,-4.187244,-4.182527,-20.989447,5.519654,7.799324,-0.986361,-79.628548,-18.358824,1.117164,[H]c1c([H])c([H])c2c(c1[H])[C@@]([H])(C([H])([H])C(N2[H])=O)N([H])C(C([H])([H])C([H])([H])C1C([H])([H])C([H])([H])C(N([H])N=1)=O)=O
38,5242467,O=C(NCC[C](=O)=O)C(\NC(=O)c1ccccc1)=C/c1cccc2ccccc12,-23.444407,48,4,-4.150229,-4.698686,-21.183281,4.29796,7.935172,0.6923,-90.207253,-17.997812,0.983076,[H]C(=C(C(N([H])C([H])([H])C([H])([H])C(=[O-/2])=[O-/2])=O)N([H])C(c1c([H])c([H])c([H])c([H])c1[H])=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12
39,5954540,CC1(C)CC(=O)C=C(C1)Nc1ccccc1NC1=CC(=O)CC(C)(C)C1,-23.365959,54,0,-4.186822,-5.407405,-18.058983,1.905942,7.652579,3.069156,-60.057762,-16.470695,1.009772,[H]C1=C(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C1=O)N([H])c1c([H])c([H])c([H])c([H])c1N([H])C1=C([H])C(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H])=O
40,67172144,Cc1ccccc1CNc1cncc(SC[C](=O)=O)n1,-23.347757,34,4,-4.906526,-4.749616,-17.162645,4.943398,7.627723,-2.53968,-67.308182,-15.024747,0.959856,[H]c1c([H])c([H])c(c(c1[H])C([H])([H])[H])C([H])([H])N([H])c1c([H])nc([H])c(n1)SC([H])([H])C(=[O-/2])=[O-/2]
41,6395410,CCc1ccccc1N(CC(=O)NCc1ccncc1)S(C)(=O)=O,-23.339025,45,7,-3.571444,-4.701298,-21.650196,3.351421,6.81907,-1.255094,-77.17424,-19.544956,1.105997,[H]c1c([H])c([H])c(c(c1[H])C([H])([H])C([H])([H])[H])N(C([H])([H])C(N([H])C([H])([H])c1c([H])c([H])nc([H])c1[H])=O)S(C([H])([H])[H])(=O)=O
42,7815246,Clc1ccccc1COc1ccc(Br)cc1\C=C\c1[nH]c(=O)[nH]c(=O)c1N(=O)=O,-23.30755,42,3,-3.002197,-5.488152,-24.687218,2.443024,8.063215,5.059183,-75.083862,-14.571524,1.230367,[H]C(=C([H])c1c([H])c(c([H])c([H])c1OC([H])([H])c1c([H])c([H])c([H])c([H])c1[Cl])[Br])C1=C(C(N([H])C(N1[H])=O)=O)N(=O)=O
43,6316392,COC(=O)c1cccc(c1C)-n1c(C)cc(\C=C2/SC(=O)NC2=O)c1C,-23.279663,44,0,-4.23773,-4.45599,-21.712559,5.273814,9.813396,2.447772,-27.033514,-12.984696,1.214558,[H]C(=C1C(N([H])C(=O)S1)=O)c1c([H])c(C([H])([H])[H])n(c2c([H])c([H])c([H])c(C(=O)OC([H])([H])[H])c2C([H])([H])[H])c1C([H])([H])[H]
44,7647375,COC(=O)c1cc(cc(c1)C(=O)OC)N1C(=O)CN=C1Nc1nc(C)cc(C)n1,-23.263489,48,1,-4.697269,-5.861272,-23.147758,7.088312,11.880419,2.927442,-54.146679,-22.175983,1.10726,[H]c1c(C(=O)OC([H])([H])[H])c([H])c(c([H])c1C(=O)OC([H])([H])[H])N1C(=NC([H])([H])C1=O)N([H])c1nc(c([H])c(C([H])([H])[H])n1)C([H])([H])[H]
45,46122976,[O-][n+]1ccc(cc1)C(=O)NC[C@H]1Cc2cc(Cl)cc(c2O1)-c1ccc2[nH]ccc2c1,-23.255182,48,2,-3.473217,-5.631458,-21.501135,2.810748,8.83953,1.954805,-93.678131,-16.773199,1.250083,[H]c1c([H])c2c(c([H])c1c1c([H])c(c([H])c3c1O[C@]([H])(C3([H])[H])C([H])([H])N([H])C(c1c([H])c([H])[n+](c([H])c1[H])[O-])=O)[Cl])c([H])c([H])n2[H]
46,9135645,Cc1cc(NC(=O)c2cc(cs2)S(=O)(=O)Nc2cccc(C)c2)no1,-23.250015,40,3,-4.395572,-4.694117,-22.245268,6.281369,8.056962,2.499343,-74.764381,-16.476423,1.161765,[H]c1c([H])c(c([H])c(c1[H])N([H])S(c1c([H])c(C(N([H])c2c([H])c(C([H])([H])[H])on2)=O)sc1[H])(=O)=O)C([H])([H])[H]
47,7359896,O=C(COc1ccccc1)Nc1ccccc1C(=O)Nc1nccs1,-23.248531,40,3,-3.579812,-5.808868,-20.303358,2.715766,7.629396,1.291192,-85.025322,-19.363585,1.140038,[H]c1c([H])c([H])c(c([H])c1[H])OC([H])([H])C(N([H])c1c([H])c([H])c([H])c([H])c1C(N([H])c1nc([H])c([H])s1)=O)=O
48,8831231,CC(=O)Nc1ccc(NC(=S)Nc2cccc3ccccc23)cc1,-23.240181,41,2,-3.814451,-5.193771,-21.410526,4.99528,6.198389,3.719353,-84.770676,-18.459141,1.064807,[H]c1c([H])c([H])c2c(c([H])c([H])c([H])c2c1[H])N([H])C(N([H])c1c([H])c([H])c(c([H])c1[H])N([H])C(C([H])([H])[H])=O)=S
49,6687206,O=c1cccccc1Nc1cccc2ccccc12,-23.214109,32,0,-1.240089,-4.98873,-21.298244,3.189797,2.619921,1.038167,-49.472187,-22.462385,0.734245,[H]C1=C([H])C([H])=C(C(C([H])=C1[H])=O)N([H])c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12
50,7170665,Cc1ccc(C)c(OCC(=O)Nc2ccccc2C(=O)Nc2ccccc2)c1,-23.212305,50,3,-3.689047,-6.117626,-22.414267,4.029306,8.395141,3.212298,-85.438118,-22.590118,1.242533,[H]c1c([H])c([H])c(c([H])c1[H])N([H])C(c1c([H])c([H])c([H])c([H])c1N([H])C(C([H])([H])Oc1c([H])c(c([H])c([H])c1C([H])([H])[H])C([H])([H])[H])=O)=O
51,9225325,Cn1cc([C](=O)=O)c(=O)c2cc(Cl)ccc12,-23.193268,23,1,-2.987644,-3.60023,-13.982792,0.482322,3.388904,-4.046443,-46.013386,-16.020037,0.536685,[H]C1=C(C(=[O-/2])=[O-/2])C(c2c([H])c(c([H])c([H])c2N1C([H])([H])[H])[Cl])=O
52,5851637,CC(=O)Nc1ccc(cc1)S(=O)(=O)NNC(=O)c1ccccc1Br,-23.187695,38,3,-3.483267,-4.476447,-22.075003,2.145991,8.152442,2.268585,-90.362892,-18.494143,0.98062,[H]c1c([H])c([H])c(c(C(N([H])N([H])S(c2c([H])c([H])c(c([H])c2[H])N([H])C(C([H])([H])[H])=O)(=O)=O)=O)c1[H])[Br]
53,9074416,COCCOc1ccccc1C(=O)Nc1ccccc1C(=O)OC,-23.180977,43,3,-2.321981,-5.530816,-23.845638,2.732843,6.715936,2.679186,-80.253304,-14.483523,1.077029,[H]c1c([H])c([H])c(c(C(=O)OC([H])([H])[H])c1[H])N([H])C(c1c([H])c([H])c([H])c([H])c1OC([H])([H])C([H])([H])OC([H])([H])[H])=O
54,74052024,CN1CCN(CC1)C(=O)c1cccc(NS(=O)(=O)NCc2ccccc2)c1,-23.180519,51,6,-3.301448,-4.983234,-21.866926,2.436378,7.095378,-0.008369,-80.356438,-17.969481,1.178275,[H]c1c([H])c([H])c(c([H])c1[H])C([H])([H])N([H])S(N([H])c1c([H])c([H])c([H])c(C(N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])=O)c1[H])(=O)=O
55,9258454,Cc1ccccc1NS(=O)(=O)c1cccc(c1)C(=O)NC1CC1,-23.174774,41,4,-4.375239,-4.363248,-20.686764,5.819347,6.042656,1.638059,-68.37191,-18.558073,1.041007,[H]c1c([H])c([H])c(c(c1[H])C([H])([H])[H])N([H])S(c1c([H])c([H])c([H])c(C(N([H])C2([H])C([H])([H])C2([H])[H])=O)c1[H])(=O)=O
56,60043472,Cc1cc(C)c(Cc2nc(CC(N)=O)nn2-c2ccncc2)c(C)c1,-23.142008,46,4,-3.458243,-5.245794,-22.570782,3.565374,6.813378,3.096289,-91.741302,-16.628803,1.058778,[H]c1c(c([H])c(c(c1C([H])([H])[H])C([H])([H])c1nc(C([H])([H])C(N([H])[H])=O)nn1c1c([H])c([H])nc([H])c1[H])C([H])([H])[H])C([H])([H])[H]
57,62663620,COc1cc(NC(=O)COCc2nc3ccc(C)cc3[nH]2)ccc1O,-23.133377,44,4,-1.99502,-4.660763,-23.139063,1.981593,5.98027,0.153995,-61.867554,-17.276304,1.181302,[H]c1c([H])c2c(c([H])c1C([H])([H])[H])n([H])c(C([H])([H])OC([H])([H])C(N([H])c1c([H])c([H])c(c(c1[H])OC([H])([H])[H])O[H])=O)n2
58,88885632,Fc1ccccc1CN1CCC[C@@H](C1)NC(=O)CCC1=NNC(=O)CC1,-23.119896,51,6,-4.163389,-5.036641,-18.267101,2.140009,5.925063,-0.413141,-71.901726,-17.580482,1.137736,[H]c1c([H])c([H])c(c(c1[H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C1([H])[H])N([H])C(C([H])([H])C([H])([H])C1C([H])([H])C([H])([H])C(N([H])N=1)=O)=O)F
59,12222940,Cc1cc(nc(CCNC(=O)c2c(O)cccc2O)n1)C(F)(F)F,-23.109411,38,3,-1.867423,-5.022342,-21.990532,0.822748,5.616032,0.704539,-78.693832,-14.874832,1.013303,[H]c1c([H])c(c(C(N([H])C([H])([H])C([H])([H])c2nc(c([H])c(C(F)(F)F)n2)C([H])([H])[H])=O)c(c1[H])O[H])O[H]
60,7111003,O=C(Cc1cccs1)Nc1ccc(cc1NC(=O)Cc1cccs1)[C](=O)=O,-23.109095,42,5,-3.312958,-5.16874,-20.950668,0.474312,7.375489,1.318498,-72.500458,-21.648487,1.319279,[H]c1c([H])c(c(c([H])c1C(=[O-/2])=[O-/2])N([H])C(C([H])([H])c1c([H])c([H])c([H])s1)=O)N([H])C(C([H])([H])c1c([H])c([H])c([H])s1)=O
61,9243058,Cc1cccc2sc(NC(=O)CSc3nc(N)n[nH]3)nc12,-23.08861,33,2,-3.439228,-5.058776,-19.588816,1.624175,6.899675,1.881171,-42.836758,-13.127397,0.968257,[H]c1c([H])c(c2c(c1[H])sc(n2)N([H])C(C([H])([H])Sc1nc(nn1[H])N([H])[H])=O)C([H])([H])[H]
62,7782240,Fc1ccccc1NS(=O)(=O)c1cccc(c1)C(=O)Nc1ccccc1[C](=O)=O,-23.079777,43,4,-4.885035,-4.404993,-18.025799,2.620616,8.241631,0.155927,-81.437088,-17.540663,1.257301,[H]c1c([H])c([H])c(c(C(=[O-/2])=[O-/2])c1[H])N([H])C(c1c([H])c([H])c([H])c(c1[H])S(N([H])c1c([H])c([H])c([H])c([H])c1F)(=O)=O)=O
63,8906649,COc1ccc(\C=C\[C](=O)=O)cc1COc1ccccc1C,-23.063643,39,3,-3.07223,-5.376455,-19.465694,3.492754,7.428407,-2.560513,-78.984833,-16.207827,1.129435,[H]C(=C([H])c1c([H])c([H])c(c(c1[H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1C([H])([H])[H])OC([H])([H])[H])C(=[O-/2])=[O-/2]
64,7910513,COC(=O)c1ccccc1NS(=O)(=O)c1ccc2n(C)c(=O)oc2c1,-23.036501,39,3,-2.79719,-4.05081,-21.304602,2.238873,6.497517,0.064503,-82.747459,-15.429048,0.940249,[H]c1c([H])c([H])c(c(C(=O)OC([H])([H])[H])c1[H])N([H])S(c1c([H])c([H])c2c(c1[H])OC(N2C([H])([H])[H])=O)(=O)=O
65,8911713,CCn1nc(C)c(c1C)-c1cc(n2ncc(-c3ccccc3)c2n1)[C](=O)=O,-23.035118,45,3,-3.861936,-5.484474,-21.444269,4.621446,8.977829,0.830617,-78.817986,-18.362436,1.295641,[H]c1c([H])c([H])c(c([H])c1[H])c1c([H])nn2c(C(=[O-/2])=[O-/2])c([H])c(c3c(C([H])([H])[H])nn(c3C([H])([H])[H])C([H])([H])C([H])([H])[H])nc12
66,7833604,Oc1c(SC[C](=O)=O)cc(NS(=O)(=O)c2cccc3cccnc23)c2ccccc12,-23.024427,45,5,-5.149863,-4.737112,-23.397547,14.005411,8.840914,-2.208778,-99.42099,-17.27334,1.371719,[H]c1c([H])c([H])c2c(c(c([H])c(c2c1[H])N([H])S(c1c([H])c([H])c([H])c2c([H])c([H])c([H])nc12)(=O)=O)SC([H])([H])C(=[O-/2])=[O-/2])O[H]
